Title,Chapters,Update Frequency,Readers,Reviews,Last Updated,Genres,Description,Source
Golden Age Legitimate Fei,261,1,6867,58,2025-06-14,"['Action', 'Drama', 'Historical', 'Josei', 'Martial Arts', 'Romance']",An edict bestowed marriage.,https://www.novelupdates.com/series/golden-age-legitimate-fei/
I am the Filial Fraternal Benevolent and Righteous Han Dynasty Crown Prince,114,1,101,1,2025-06-14,"['Action', 'Comedy', 'Historical', 'Slice of Life']","At the age of five, Liu Ying awakened memories of his past life as a modern person and learned about the ""history"" of this life. His memories were very vague. Apart from knowing that he was born five years earlier than in ""history,"" he only had a vivid impression of his father, Liu Bang, trying to depose him as crown prince and push him to his death, and his mother, Lü Zhi, placing a human pig in the toilet to scare him to death. How could he tolerate this?!",https://www.novelupdates.com/series/i-am-the-filial-fraternal-benevolent-and-righteous-han-dynasty-crown-prince/
I Became the Mentor of the Weakest Demon King,66,1,288,1,2025-06-14,"['Action', 'Comedy', 'Drama', 'Fantasy', 'Romance', 'Shounen', 'Slice of Life']",How Do I Raise this Kid?,https://www.novelupdates.com/series/i-became-the-mentor-of-the-weakest-demon-king/
I Can Hear the Sounds of the Crime Scene,90,1,152,0,2025-06-14,"['Action', 'Drama', 'Mystery', 'Romance', 'Supernatural', 'Tragedy']","In 2002, Shen Qingye graduated from university and became a clerical officer at the Pingjiang City Criminal Investigation Division.",https://www.novelupdates.com/series/i-can-hear-the-sounds-of-the-crime-scene/
Master of Traditional Chinese Medicine,113,1,106,0,2025-06-14,"['Fantasy', 'Historical', 'Martial Arts']","Almost everyone knows that the greatest hero of the late Sui Dynasty was Li Yuanba, but very few know that the greatest genius of the late Sui Dynasty was Zhang Yizhen. This is undoubtedly related to the hero complex of the Chinese people. Our Chinese nation has always had heroic figures revered throughout the ages, while traitors are remembered for their infamy. It’s easy for someone like Zhang Yizhen, a greedy and lustful fellow, to be overshadowed in the chaotic world.",https://www.novelupdates.com/series/master-of-traditional-chinese-medicine/
Master Xi Wants to Make It Official Everyday,275,0,140,0,2025-06-14,"['Comedy', 'Drama', 'Romance']",Synopsis:,https://www.novelupdates.com/series/master-xi-wants-to-make-it-official-everyday/
My Sister Returns from the Countryside,192,0,135,0,2025-06-14,"['Drama', 'Romance', 'Slice of Life']","Yu Duo's parents are no longer around, and at a young age, she lives with her older brother and sister-in-law, who took over her parents' jobs.",https://www.novelupdates.com/series/my-sister-returns-from-the-countryside/
Night and Day,189,0,73,0,2025-06-14,"['Drama', 'Josei', 'Mature', 'Romance']",“Are you there?”,https://www.novelupdates.com/series/night-and-day/
Night’s Nomenclature,610,0,1858,21,2025-06-14,"['Action', 'Adventure', 'Comedy', 'Mystery', 'Sci-fi', 'Tragedy', 'Xuanhuan']","In the midst of the blue and purple neon lights, under the gray, metallic sky, it is the frontier of all data, the aftermath of a scientific revolution, also the border of fiction and reality.",https://www.novelupdates.com/series/nights-nomenclature/
Rules for Role-Playing High-Risk Personas,185,0,291,1,2025-06-14,"['Action', 'Adventure', 'Fantasy', 'Supernatural', 'Tragedy']",*”Welcome to the world of Personality Plunder.,https://www.novelupdates.com/series/rules-for-role-playing-high-risk-personas/
Salted Fish Was Forced To Take The Imperial Examination,121,1,238,1,2025-06-14,"['Comedy', 'Historical', 'Romance', 'School Life', 'Slice of Life']","In his previous life, Song Yunzhi died from overwork. After reincarnating as the eldest grandson of the richest family in Linzhou, he was determined not to be swayed by the system’s temptations and vowed to live a carefree, laid-back life. Studying? Why bother studying? Are slingshots not fun enough, or are crickets not entertaining enough? Unfortunately, his peaceful life didn’t last long. At the age of six, Song Yunzhi’s idyllic existence encountered a minor hiccup—",https://www.novelupdates.com/series/salted-fish-was-forced-to-take-the-imperial-examination/
Strange Tales in Northern Qi,202,1,79,0,2025-06-14,"['Action', 'Historical', 'Martial Arts', 'Mature', 'Mystery', 'Supernatural', 'Tragedy', 'Xianxia']","In the tenth year of Tianbao, the heroic Son of Heaven, Gao Yang, played the pipa made of a thigh bone, singing to his own",https://www.novelupdates.com/series/strange-tales-in-northern-qi/
Tending to Roses,90,1,117,0,2025-06-14,"['Drama', 'Josei', 'Romance']",Synopsis:,https://www.novelupdates.com/series/tending-to-roses/
The Splendor of the Tang Dynasty,295,0,115,1,2025-06-14,"['Action', 'Drama', 'Historical', 'Mature']","The flourishing Tang Dynasty was in full bloom, and a shocking fission was imminent.",https://www.novelupdates.com/series/the-splendor-of-the-tang-dynasty/
Transmigrated to the Overbearing CEO’s Youth,15,2,142,1,2025-06-14,"['Drama', 'Romance', 'School Life', 'Shounen Ai']","Ji Linxue was the renowned campus heartthrob at A University, and everyone's ""high-mountain flower"" (unapproachable beauty).",https://www.novelupdates.com/series/transmigrated-to-the-overbearing-ceos-youth/
Unending Wedding Bliss,269,0,112,0,2025-06-14,"['Drama', 'Josei', 'Romance', 'Slice of Life']","To protect herself, her fiancé sent her to another man’s bed.",https://www.novelupdates.com/series/unending-wedding-bliss/
What I Seek Day and Night,189,0,106,1,2025-06-14,"['Adult', 'Drama', 'Josei', 'Mature', 'Romance', 'Slice of Life']",Synopsis:,https://www.novelupdates.com/series/what-i-seek-day-and-night/
My Dating Sim Lets Me Control the School Idol’s Body,10,0,35,0,2025-06-14,"['Action', 'Adventure', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Martial Arts', 'Mature', 'Mystery', 'Romance', 'School Life', 'Sci-fi', 'Seinen']","Desperate for a change, Lu Li is granted a Dating Game that offers a unique twist: the ability to inhabit and control the body of the school idol. This unexpected turn thrusts him into a new life, but the game's mechanics are proving far more unconventional than he anticipated, especially when interacting with the ""love interests.""",https://www.novelupdates.com/series/my-dating-sim-lets-me-control-the-school-idols-body/
"After Buying a Cat S*ave, I Become Obsessed with Eavesdropping on Her Thoughts",12,0,55,0,2025-06-14,"['Action', 'Adult', 'Adventure', 'Comedy', 'Drama', 'Ecchi', 'Fantasy', 'Harem', 'Martial Arts', 'Mystery', 'Romance', 'Seinen']","In a world where tomorrow’s bread is never certain and demi-humans are sold like livestock, Reiner makes a daring purchase: a cat-type demi-human whose talent outshines her tragic circumstances. All it costs him is one piece of black bread to obtain her obedience.",https://www.novelupdates.com/series/after-buying-a-cat-save-i-become-obsessed-with-eavesdropping-on-her-thoughts/
I Became the Older Sister of the Northern Grand Duke,27,2,193,0,2025-06-14,"['Fantasy', 'Gender Bender', 'Romance']","The only reason I held onto this meaningless life so tenaciously was because of my one younger sibling, who is not related by blood.",https://www.novelupdates.com/series/i-became-the-older-sister-of-the-northern-grand-duke/
My S*xy University Girlfriends,59,2,681,0,2025-06-14,"['Adult', 'Drama', 'Harem', 'Mature', 'Romance', 'School Life', 'Slice of Life', 'Smut']",My female friends in college are way too sexy,https://www.novelupdates.com/series/my-sxy-university-girlfriends/
"Rebirth in the Era of Magic’s Decline, I Know Every Spell in the World",26,0,64,0,2025-06-14,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Harem', 'Martial Arts', 'Mystery', 'Romance', 'School Life', 'Shounen']","Transmigrating to an era of magic’s decline, a world of swords and sorcery, I became the second son of the Gray family, a marquis household of the Empire.",https://www.novelupdates.com/series/rebirth-in-the-era-of-magics-decline-i-know-every-spell-in-the-world/
The Entire Zerg Race Are My Wife Fans,48,4,807,2,2025-06-14,"['Action', 'Adventure', 'Mecha', 'Romance', 'Sci-fi', 'Yaoi']","According to imperial law, any imperial resident who remains unmarried by the age of 150 will be assigned a partner through genetic matching.",https://www.novelupdates.com/series/the-entire-zerg-race-are-my-wife-fans/
"I’m a Retired Knight, But My New Master is an Adorable (and Spoiled) Lo*i!",42,0,103,0,2025-06-14,"['Action', 'Adventure', 'Comedy', 'Drama', 'Ecchi', 'Fantasy', 'Harem', 'Martial Arts', 'School Life', 'Shounen']","When he was young, Ryan accidentally devoured the memories of a transmigrator, memories from another world, and eventually became the captain of the infamous Darkbite Knight Order. After fulfilling his duties as a knight, Ryan receives word that his foster father has fallen gravely ill. Fulfilling his foster father's dying wish, Ryan inherits his final ""job""...",https://www.novelupdates.com/series/im-a-retired-knight-but-my-new-master-is-an-adorable-and-spoiled-loi/
My Girlfriend Dumped Me After Awakening as an S-Class,24,4,131,0,2025-06-14,"['Fantasy', 'Harem']","As soon as my girlfriend awakened as an S-class, she abandoned me.",https://www.novelupdates.com/series/my-girlfriend-dumped-me-after-awakening-as-an-s-class/
The Unorthodox Mage,39,0,61,0,2025-06-14,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Harem', 'Martial Arts', 'Romance', 'School Life', 'Shounen']","Welcome to the King's Continent, where Eastern and Western civilizations converge.",https://www.novelupdates.com/series/the-unorthodox-mage/
"I Took the Main Character’s Sister at the Start, Now the Heroine is Full of Regret?",56,0,266,0,2025-06-14,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Harem', 'Martial Arts', 'Romance', 'Shounen', 'Xuanhuan']","Ning Bei transmigrates into a novel as the cannon-fodder villain who’s destined to be milked dry by the “Child of Destiny,” lose his family fortune, and die a dog’s death.",https://www.novelupdates.com/series/i-took-the-main-characters-sister-at-the-start-now-the-heroine-is-full-of-regret/
"After Rebirth, the Female Leads from Other Worlds Came Looking for Me!",77,0,206,1,2025-06-14,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Harem', 'Romance', 'Shounen', 'Slice of Life']","Chen Yuan had been in love with a certain girl for years but fate dealt him a cruel blow when, while trying to save her, he was involved in a car accident.",https://www.novelupdates.com/series/after-rebirth-the-female-leads-from-other-worlds-came-looking-for-me/
[Quick Transmigration] The Young Master Relies on his Beauty to Dominate the Entire System,69,1,1046,4,2025-06-14,"['Action', 'Adult', 'Comedy', 'Drama', 'Fantasy', 'Mature', 'Romance', 'School Life', 'Sci-fi', 'Shounen Ai', 'Slice of Life']","Please don't start reading this if you don't like s*upid, cute, weak and beautiful MCs. Please don't give low rating because of this reason and just ignore this novel.",https://www.novelupdates.com/series/quick-transmigration-the-young-master-relies-on-his-beauty-to-dominate-the-entire-system/
The Campus Belle Marked Me as “Married” on My College Enrollment Form,82,0,137,0,2025-06-14,"['Drama', 'Romance', 'School Life', 'Slice of Life']","Shen Qingxuan happens to save a girl attempting su*cide in a park. The very next day, the girl’s grandparents come looking for him—only to find the two of them sleeping on the same bed.",https://www.novelupdates.com/series/the-campus-belle-marked-me-as-married-on-my-college-enrollment-form/
Are Women a Burden on the Escape from Famine? Give Them to Me,232,0,272,3,2025-06-14,"['Action', 'Adventure', 'Comedy', 'Harem', 'Martial Arts', 'Romance', 'Shounen', 'Slice of Life', 'Supernatural', 'Xuanhuan']",Lu Wei transmigrated into a fantasy world rampant with demons and monsters.,https://www.novelupdates.com/series/are-women-a-burden-on-the-escape-from-famine-give-them-to-me/
Transmigrating Into a Violent General’s Sweetheart Breeder,41,64,1845,7,2025-06-14,"['Drama', 'Fantasy', 'Romance', 'Yaoi']","Ling Huan transmigrated into a traitor to the Empire, and at the last moment during the trial, he survived because the Main Brain detected a 99% match between him and the imperial general Lu Jinbei and forcibly bonded them into marriage.",https://www.novelupdates.com/series/transmigrating-into-a-violent-generals-sweetheart-breeder/
I Started By Forcefully Kissing the Empress!,351,0,351,3,2025-06-14,"['Action', 'Adventure', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Romance', 'Xuanhuan']","Transmigrating into a world of cultivation, Ye Lang found himself on the brink of death! His sect was on the verge of annihilation, and the breathtakingly beautiful Empress, was gravely injured and unable to fight! Fortunately, he gained access to a System Chat Group, a group overflowing with countless systems, and Ye Lang started by drawing the most outrageous system of them all!",https://www.novelupdates.com/series/i-started-by-forcefully-kissing-the-empress/
I Started a Shop and Picked up a Cat Girl,1039,0,463,1,2025-06-14,"['Action', 'Adventure', 'Ecchi', 'Fantasy', 'Harem', 'Mystery', 'Romance', 'School Life', 'Slice of Life', 'Supernatural']","On the day before Shen Cheng opened his cat cafe, he found a cat-eared girl who had fainted from hunger at his store's doorstep.",https://www.novelupdates.com/series/i-started-a-shop-and-picked-up-a-cat-girl/
Genius Swordsman of the Mage Empire,82,1,233,1,2025-06-14,"['Action', 'Adventure', 'Fantasy', 'Supernatural']","Enoch Elsyde, born as a genius of the sword in a magic-supremacist empire.",https://www.novelupdates.com/series/genius-swordsman-of-the-mage-empire/
I Became a Cute Little Dragon Princess and Now She’s Obsessed with Me,52,1,332,0,2025-06-14,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Gender Bender', 'Mystery', 'Romance', 'Shoujo Ai', 'Supernatural', 'Yuri']",The young girl broke out of her shell.,https://www.novelupdates.com/series/i-became-a-cute-little-dragon-princess-and-now-shes-obsessed-with-me/
